Month,State,Total Crimes,Clearances,Prosecuted %,Crime(Per 100k),Prosecutions(Per 100k),Total Pop,Partic Pop,Pop Coverage,Crime
2000-01-01,AK,31,7,0.23,5.34,1.21,626932,580891,92.66,robbery
2000-02-01,AK,36,6,0.17,6.21,1.03,626932,580124,92.53,robbery
2000-03-01,AK,34,9,0.26,5.86,1.55,626932,580124,92.53,robbery
2000-04-01,AK,46,9,0.2,7.94,1.55,626932,579262,92.4,robbery
2000-05-01,AK,40,13,0.32,6.91,2.24,626932,579262,92.4,robbery
2000-06-01,AK,44,7,0.16,7.6,1.21,626932,579262,92.4,robbery
2000-07-01,AK,55,11,0.2,9.49,1.9,626932,579262,92.4,robbery
2000-08-01,AK,48,14,0.29,8.29,2.42,626932,579262,92.4,robbery
2000-09-01,AK,38,15,0.39,6.56,2.59,626932,579262,92.4,robbery
2000-10-01,AK,27,6,0.22,4.66,1.04,626932,579262,92.4,robbery
2000-11-01,AK,29,5,0.17,5.03,0.87,626932,576796,92.0,robbery
2000-12-01,AK,29,7,0.24,5.0,1.21,626932,580124,92.53,robbery
2001-01-01,AK,50,6,0.12,8.52,1.02,634892,586565,92.39,robbery
2001-02-01,AK,22,11,0.5,3.69,1.85,634892,595512,93.8,robbery
2001-03-01,AK,35,6,0.17,5.88,1.01,634892,595105,93.73,robbery
2001-04-01,AK,36,9,0.25,6.05,1.51,634892,595105,93.73,robbery
2001-05-01,AK,49,15,0.31,8.23,2.52,634892,595512,93.8,robbery
2001-06-01,AK,39,11,0.28,6.55,1.85,634892,595512,93.8,robbery
2001-07-01,AK,48,9,0.19,8.06,1.51,634892,595512,93.8,robbery
2001-08-01,AK,45,19,0.42,7.56,3.19,634892,595105,93.73,robbery
2001-09-01,AK,40,4,0.1,6.75,0.67,634892,592608,93.34,robbery
2001-10-01,AK,37,11,0.3,6.24,1.86,634892,592608,93.34,robbery
2001-11-01,AK,35,10,0.29,5.91,1.69,634892,592608,93.34,robbery
2001-12-01,AK,52,22,0.42,8.77,3.71,634892,592608,93.34,robbery
2002-01-01,AK,29,11,0.38,4.8,1.82,643786,603961,93.81,robbery
2002-02-01,AK,40,8,0.2,6.62,1.32,643786,603961,93.81,robbery
2002-03-01,AK,28,8,0.29,4.64,1.32,643786,603961,93.81,robbery
2002-04-01,AK,34,7,0.21,5.66,1.17,643786,600796,93.32,robbery
2002-05-01,AK,48,8,0.17,7.99,1.33,643786,600796,93.32,robbery
2002-06-01,AK,48,14,0.29,7.99,2.33,643786,600796,93.32,robbery
2002-07-01,AK,35,12,0.34,5.54,1.9,643786,632333,98.22,robbery
2002-08-01,AK,51,11,0.22,8.07,1.74,643786,632333,98.22,robbery
2002-09-01,AK,40,13,0.32,6.33,2.06,643786,632333,98.22,robbery
2002-10-01,AK,30,7,0.23,4.74,1.11,643786,632333,98.22,robbery
2002-11-01,AK,60,12,0.2,9.49,1.9,643786,632333,98.22,robbery
2002-12-01,AK,39,14,0.36,6.17,2.21,643786,632333,98.22,robbery
2003-01-01,AK,30,14,0.47,4.74,2.21,648818,632621,97.5,robbery
2003-02-01,AK,35,6,0.17,5.53,0.95,648818,632621,97.5,robbery
2003-03-01,AK,38,7,0.18,6.01,1.11,648818,632621,97.5,robbery
2003-04-01,AK,28,8,0.29,4.43,1.26,648818,632621,97.5,robbery
2003-05-01,AK,26,13,0.5,4.11,2.05,648818,632621,97.5,robbery
2003-06-01,AK,41,12,0.29,6.48,1.9,648818,632621,97.5,robbery
2003-07-01,AK,38,9,0.24,5.98,1.42,648818,635781,97.99,robbery
2003-08-01,AK,44,4,0.09,6.92,0.63,648818,635781,97.99,robbery
2003-09-01,AK,38,10,0.26,5.94,1.56,648818,639922,98.63,robbery
2003-10-01,AK,37,7,0.19,5.82,1.1,648818,635781,97.99,robbery
2003-11-01,AK,44,10,0.23,6.91,1.57,648818,636762,98.14,robbery
2003-12-01,AK,43,10,0.23,6.8,1.58,648818,632621,97.5,robbery
2004-01-01,AK,39,7,0.18,6.03,1.08,655435,646574,98.65,robbery
2004-02-01,AK,37,9,0.24,5.72,1.39,655435,646574,98.65,robbery
2004-03-01,AK,30,10,0.33,4.64,1.55,655435,646574,98.65,robbery
2004-04-01,AK,32,8,0.25,4.95,1.24,655435,646574,98.65,robbery
2004-05-01,AK,35,10,0.29,5.45,1.56,655435,642473,98.02,robbery
2004-06-01,AK,45,5,0.11,7.0,0.78,655435,642473,98.02,robbery
2004-07-01,AK,46,9,0.2,7.16,1.4,655435,642473,98.02,robbery
2004-08-01,AK,42,10,0.24,6.57,1.56,655435,639285,97.54,robbery
2004-09-01,AK,41,7,0.17,6.41,1.09,655435,639285,97.54,robbery
2004-10-01,AK,24,9,0.38,3.75,1.41,655435,639285,97.54,robbery
2004-11-01,AK,36,13,0.36,5.63,2.03,655435,639285,97.54,robbery
2004-12-01,AK,37,15,0.41,5.79,2.35,655435,639285,97.54,robbery
2005-01-01,AK,40,7,0.18,6.15,1.08,663661,650601,98.03,robbery
2005-02-01,AK,31,8,0.26,4.76,1.23,663661,650601,98.03,robbery
2005-03-01,AK,29,9,0.31,4.46,1.38,663661,650601,98.03,robbery
2005-04-01,AK,40,12,0.3,6.15,1.84,663661,650601,98.03,robbery
2005-05-01,AK,51,11,0.22,7.84,1.69,663661,650601,98.03,robbery
2005-06-01,AK,51,14,0.27,7.84,2.15,663661,650601,98.03,robbery
2005-07-01,AK,54,12,0.22,8.3,1.84,663661,650601,98.03,robbery
2005-08-01,AK,46,18,0.39,7.07,2.77,663661,650601,98.03,robbery
2005-09-01,AK,46,15,0.33,7.07,2.31,663661,650601,98.03,robbery
2005-10-01,AK,48,15,0.31,7.38,2.31,663661,650601,98.03,robbery
2005-11-01,AK,31,8,0.26,4.76,1.23,663661,650601,98.03,robbery
2005-12-01,AK,66,19,0.29,10.14,2.92,663661,650601,98.03,robbery
2006-01-01,AK,67,23,0.34,10.14,3.48,670053,660708,98.61,robbery
2006-02-01,AK,36,12,0.33,5.45,1.82,670053,660708,98.61,robbery
2006-03-01,AK,46,16,0.35,6.96,2.42,670053,660708,98.61,robbery
2006-04-01,AK,29,14,0.48,4.39,2.12,670053,660708,98.61,robbery
2006-05-01,AK,45,10,0.22,6.81,1.51,670053,660708,98.61,robbery
2006-06-01,AK,48,15,0.31,7.26,2.27,670053,660708,98.61,robbery
2006-07-01,AK,78,21,0.27,11.81,3.18,670053,660708,98.61,robbery
2006-08-01,AK,58,15,0.26,8.78,2.27,670053,660708,98.61,robbery
2006-09-01,AK,52,14,0.27,7.87,2.12,670053,660708,98.61,robbery
2006-10-01,AK,60,11,0.18,9.08,1.66,670053,660708,98.61,robbery
2006-11-01,AK,33,13,0.39,4.99,1.97,670053,660708,98.61,robbery
2006-12-01,AK,45,15,0.33,6.81,2.27,670053,660708,98.61,robbery
2007-01-01,AK,38,8,0.21,5.64,1.19,683478,674326,98.66,robbery
2007-02-01,AK,30,11,0.37,4.45,1.63,683478,674326,98.66,robbery
2007-03-01,AK,39,6,0.15,5.78,0.89,683478,674326,98.66,robbery
2007-04-01,AK,41,12,0.29,6.08,1.78,683478,674326,98.66,robbery
2007-05-01,AK,50,9,0.18,7.41,1.33,683478,674326,98.66,robbery
2007-06-01,AK,36,15,0.42,5.34,2.22,683478,674326,98.66,robbery
2007-07-01,AK,73,18,0.25,10.83,2.67,683478,674326,98.66,robbery
2007-08-01,AK,61,15,0.25,9.05,2.22,683478,674326,98.66,robbery
2007-09-01,AK,57,18,0.32,8.45,2.67,683478,674326,98.66,robbery
2007-10-01,AK,49,14,0.29,7.27,2.08,683478,674326,98.66,robbery
2007-11-01,AK,45,15,0.33,6.67,2.22,683478,674326,98.66,robbery
2007-12-01,AK,59,16,0.27,8.75,2.37,683478,674326,98.66,robbery
2008-01-01,AK,45,19,0.42,6.61,2.79,686293,681192,99.26,robbery
2008-02-01,AK,41,19,0.46,6.02,2.79,686293,681192,99.26,robbery
2008-03-01,AK,69,31,0.45,10.13,4.55,686293,681192,99.26,robbery
2008-04-01,AK,52,17,0.33,7.63,2.5,686293,681192,99.26,robbery
2008-05-01,AK,59,26,0.44,8.66,3.82,686293,681192,99.26,robbery
2008-06-01,AK,40,17,0.42,5.87,2.5,686293,681192,99.26,robbery
2008-07-01,AK,57,22,0.39,8.37,3.23,686293,681192,99.26,robbery
2008-08-01,AK,68,16,0.24,9.98,2.35,686293,681192,99.26,robbery
2008-09-01,AK,49,18,0.37,7.19,2.64,686293,681192,99.26,robbery
2008-10-01,AK,40,12,0.3,5.87,1.76,686293,681192,99.26,robbery
2008-11-01,AK,70,27,0.39,10.28,3.96,686293,681192,99.26,robbery
2008-12-01,AK,54,21,0.39,7.93,3.08,686293,681192,99.26,robbery
2009-01-01,AK,58,19,0.33,8.37,2.74,698473,693296,99.26,robbery
2009-02-01,AK,46,23,0.5,6.63,3.32,698473,693296,99.26,robbery
2009-03-01,AK,48,15,0.31,6.92,2.16,698473,693296,99.26,robbery
2009-04-01,AK,52,16,0.31,7.5,2.31,698473,693296,99.26,robbery
2009-05-01,AK,48,12,0.25,6.92,1.73,698473,693296,99.26,robbery
2009-06-01,AK,47,20,0.43,6.78,2.88,698473,693296,99.26,robbery
2009-07-01,AK,69,22,0.32,9.95,3.17,698473,693296,99.26,robbery
2009-08-01,AK,75,30,0.4,10.82,4.33,698473,693296,99.26,robbery
2009-09-01,AK,73,26,0.36,10.53,3.75,698473,693296,99.26,robbery
2009-10-01,AK,44,17,0.39,6.35,2.45,698473,693296,99.26,robbery
2009-11-01,AK,37,13,0.35,5.34,1.88,698473,693296,99.26,robbery
2009-12-01,AK,55,21,0.38,7.93,3.03,698473,693296,99.26,robbery
2010-01-01,AK,55,21,0.38,7.79,2.97,710231,705891,99.39,robbery
2010-02-01,AK,40,17,0.42,5.67,2.41,710231,705891,99.39,robbery
2010-03-01,AK,40,14,0.35,5.67,1.98,710231,705891,99.39,robbery
2010-04-01,AK,45,16,0.36,6.37,2.27,710231,705891,99.39,robbery
2010-05-01,AK,50,19,0.38,7.08,2.69,710231,705891,99.39,robbery
2010-06-01,AK,56,21,0.38,7.93,2.97,710231,705891,99.39,robbery
2010-07-01,AK,62,20,0.32,8.78,2.83,710231,705891,99.39,robbery
2010-08-01,AK,43,19,0.44,6.09,2.69,710231,705891,99.39,robbery
2010-09-01,AK,50,18,0.36,7.08,2.55,710231,705891,99.39,robbery
2010-10-01,AK,49,17,0.35,6.94,2.41,710231,705891,99.39,robbery
2010-11-01,AK,56,19,0.34,7.93,2.69,710231,705891,99.39,robbery
2010-12-01,AK,46,16,0.35,6.52,2.27,710231,705891,99.39,robbery
2011-01-01,AK,59,27,0.46,8.22,3.76,722718,717816,99.32,robbery
2011-02-01,AK,35,10,0.29,4.88,1.39,722718,717816,99.32,robbery
2011-03-01,AK,43,17,0.4,5.99,2.37,722718,717816,99.32,robbery
2011-04-01,AK,53,21,0.4,7.38,2.92,722718,718303,99.39,robbery
2011-05-01,AK,50,17,0.34,6.96,2.37,722718,718303,99.39,robbery
2011-06-01,AK,47,15,0.32,6.54,2.09,722718,718303,99.39,robbery
2011-07-01,AK,48,17,0.35,6.68,2.37,722718,718303,99.39,robbery
2011-08-01,AK,69,15,0.22,9.61,2.09,722718,718303,99.39,robbery
2011-09-01,AK,73,23,0.32,10.16,3.2,722718,718303,99.39,robbery
2011-10-01,AK,33,14,0.42,4.59,1.95,722718,718303,99.39,robbery
2011-11-01,AK,29,8,0.28,4.04,1.11,722718,718303,99.39,robbery
2011-12-01,AK,37,17,0.46,5.15,2.37,722718,718303,99.39,robbery
2012-01-01,AK,39,10,0.26,5.36,1.38,731449,726997,99.39,robbery
2012-02-01,AK,39,11,0.28,5.36,1.51,731449,726997,99.39,robbery
2012-03-01,AK,45,18,0.4,6.19,2.48,731449,726997,99.39,robbery
2012-04-01,AK,53,11,0.21,7.29,1.51,731449,726997,99.39,robbery
2012-05-01,AK,59,26,0.44,8.12,3.58,731449,726997,99.39,robbery
2012-06-01,AK,76,34,0.45,10.45,4.68,731449,726997,99.39,robbery
2012-07-01,AK,55,18,0.33,7.57,2.48,731449,726997,99.39,robbery
2012-08-01,AK,69,19,0.28,9.49,2.61,731449,726997,99.39,robbery
2012-09-01,AK,53,17,0.32,7.29,2.34,731449,726997,99.39,robbery
2012-10-01,AK,54,11,0.2,7.43,1.51,731449,726997,99.39,robbery
2012-11-01,AK,44,12,0.27,6.05,1.65,731449,726997,99.39,robbery
2012-12-01,AK,42,21,0.5,5.78,2.89,731449,726997,99.39,robbery
2013-01-01,AK,64,22,0.34,8.76,3.01,735132,730730,99.4,robbery
2013-02-01,AK,34,16,0.47,4.65,2.19,735132,730730,99.4,robbery
2013-03-01,AK,31,12,0.39,4.24,1.64,735132,730730,99.4,robbery
2013-04-01,AK,34,7,0.21,4.65,0.96,735132,730730,99.4,robbery
2013-05-01,AK,63,25,0.4,8.62,3.42,735132,730730,99.4,robbery
2013-06-01,AK,61,20,0.33,8.35,2.74,735132,730730,99.4,robbery
2013-07-01,AK,58,27,0.47,7.94,3.69,735132,730730,99.4,robbery
2013-08-01,AK,71,20,0.28,9.72,2.74,735132,730730,99.4,robbery
2013-09-01,AK,55,16,0.29,7.53,2.19,735132,730730,99.4,robbery
2013-10-01,AK,62,16,0.26,8.48,2.19,735132,730730,99.4,robbery
2013-11-01,AK,53,13,0.25,7.25,1.78,735132,730730,99.4,robbery
2013-12-01,AK,37,14,0.38,5.06,1.92,735132,730730,99.4,robbery
2014-01-01,AK,55,18,0.33,7.51,2.46,736732,732371,99.41,robbery
2014-02-01,AK,41,15,0.37,5.6,2.05,736732,732371,99.41,robbery
2014-03-01,AK,33,15,0.45,4.51,2.05,736732,732371,99.41,robbery
2014-04-01,AK,49,8,0.16,6.69,1.09,736732,732371,99.41,robbery
2014-05-01,AK,66,22,0.33,9.01,3.0,736732,732371,99.41,robbery
2014-06-01,AK,61,21,0.34,8.33,2.87,736732,732371,99.41,robbery
2014-07-01,AK,58,19,0.33,7.92,2.59,736732,732371,99.41,robbery
2014-08-01,AK,57,29,0.51,7.78,3.96,736732,732371,99.41,robbery
2014-09-01,AK,57,10,0.18,7.78,1.37,736732,732371,99.41,robbery
2014-10-01,AK,47,11,0.23,6.42,1.5,736732,732371,99.41,robbery
2014-11-01,AK,59,19,0.32,8.06,2.59,736732,732371,99.41,robbery
2014-12-01,AK,44,19,0.43,6.01,2.59,736732,732371,99.41,robbery
2015-01-01,AK,59,23,0.39,8.03,3.13,738432,734820,99.51,robbery
2015-02-01,AK,31,19,0.61,4.22,2.59,738432,734820,99.51,robbery
2015-03-01,AK,50,17,0.34,6.8,2.31,738432,734820,99.51,robbery
2015-04-01,AK,68,26,0.38,9.25,3.54,738432,734820,99.51,robbery
2015-05-01,AK,64,25,0.39,8.71,3.4,738432,734820,99.51,robbery
2015-06-01,AK,61,13,0.21,8.3,1.77,738432,734820,99.51,robbery
2015-07-01,AK,76,26,0.34,10.34,3.54,738432,734820,99.51,robbery
2015-08-01,AK,64,15,0.23,8.71,2.04,738432,734820,99.51,robbery
2015-09-01,AK,72,24,0.33,9.8,3.27,738432,734820,99.51,robbery
2015-10-01,AK,74,26,0.35,10.07,3.54,738432,734820,99.51,robbery
2015-11-01,AK,77,29,0.38,10.48,3.95,738432,734820,99.51,robbery
2015-12-01,AK,63,31,0.49,8.57,4.22,738432,734820,99.51,robbery
2016-01-01,AK,74,29,0.39,10.02,3.93,741894,738566,99.55,robbery
2016-02-01,AK,57,19,0.33,7.72,2.57,741894,738566,99.55,robbery
2016-03-01,AK,69,29,0.42,9.34,3.93,741894,738566,99.55,robbery
2016-04-01,AK,66,20,0.3,8.94,2.71,741894,738566,99.55,robbery
2016-05-01,AK,63,20,0.32,8.53,2.71,741894,738566,99.55,robbery
2016-06-01,AK,74,28,0.38,10.02,3.79,741894,738566,99.55,robbery
2016-07-01,AK,68,16,0.24,9.21,2.17,741894,738566,99.55,robbery
2016-08-01,AK,89,22,0.25,12.05,2.98,741894,738566,99.55,robbery
2016-09-01,AK,82,15,0.18,11.1,2.03,741894,738566,99.55,robbery
2016-10-01,AK,62,23,0.37,8.39,3.11,741894,738566,99.55,robbery
2016-11-01,AK,81,25,0.31,10.97,3.38,741894,738566,99.55,robbery
2016-12-01,AK,63,25,0.4,8.53,3.38,741894,738566,99.55,robbery
2017-01-01,AK,80,21,0.26,10.87,2.85,739795,736205,99.51,robbery
2017-02-01,AK,82,25,0.3,11.14,3.4,739795,736205,99.51,robbery
2017-03-01,AK,68,28,0.41,9.24,3.8,739795,736205,99.51,robbery
2017-04-01,AK,74,31,0.42,10.05,4.21,739795,736205,99.51,robbery
2017-05-01,AK,69,16,0.23,9.37,2.17,739795,736205,99.51,robbery
2017-06-01,AK,80,18,0.22,10.87,2.44,739795,736205,99.51,robbery
2017-07-01,AK,98,30,0.31,13.31,4.07,739795,736205,99.51,robbery
2017-08-01,AK,85,30,0.35,11.55,4.07,739795,736205,99.51,robbery
2017-09-01,AK,88,27,0.31,11.95,3.67,739795,736205,99.51,robbery
2017-10-01,AK,71,22,0.31,9.64,2.99,739795,736205,99.51,robbery
2017-11-01,AK,74,16,0.22,10.05,2.17,739795,736205,99.51,robbery
2017-12-01,AK,80,25,0.31,10.87,3.4,739795,736205,99.51,robbery
2018-01-01,AK,78,32,0.41,10.63,4.36,737438,733747,99.5,robbery
2018-02-01,AK,70,36,0.51,9.54,4.91,737438,733747,99.5,robbery
2018-03-01,AK,92,33,0.36,12.54,4.5,737438,733747,99.5,robbery
2018-04-01,AK,85,33,0.39,11.58,4.5,737438,733747,99.5,robbery
2018-05-01,AK,69,33,0.48,9.4,4.5,737438,733747,99.5,robbery
2018-06-01,AK,73,37,0.51,9.95,5.04,737438,733747,99.5,robbery
2018-07-01,AK,72,30,0.42,9.81,4.09,737438,733747,99.5,robbery
2018-08-01,AK,75,34,0.45,10.22,4.63,737438,733747,99.5,robbery
2018-09-01,AK,91,36,0.4,12.4,4.91,737438,733747,99.5,robbery
2018-10-01,AK,69,21,0.3,9.4,2.86,737438,733747,99.5,robbery
2018-11-01,AK,61,23,0.38,8.31,3.13,737438,733747,99.5,robbery
2018-12-01,AK,61,27,0.44,8.31,3.68,737438,733747,99.5,robbery
2019-01-01,AK,63,27,0.43,8.66,3.71,731545,727792,99.49,robbery
2019-02-01,AK,53,21,0.4,7.28,2.89,731545,727792,99.49,robbery
2019-03-01,AK,63,20,0.32,8.66,2.75,731545,727792,99.49,robbery
2019-04-01,AK,55,26,0.47,7.56,3.57,731545,727792,99.49,robbery
2019-05-01,AK,71,31,0.44,9.76,4.26,731545,727792,99.49,robbery
2019-06-01,AK,83,32,0.39,11.4,4.4,731545,727792,99.49,robbery
2019-07-01,AK,77,29,0.38,10.58,3.98,731545,727792,99.49,robbery
2019-08-01,AK,74,28,0.38,10.17,3.85,731545,727792,99.49,robbery
2019-09-01,AK,82,22,0.27,11.27,3.02,731545,727792,99.49,robbery
2019-10-01,AK,64,29,0.45,8.79,3.98,731545,727792,99.49,robbery
2019-11-01,AK,69,22,0.32,9.48,3.02,731545,727792,99.49,robbery
2019-12-01,AK,72,32,0.44,9.89,4.4,731545,727792,99.49,robbery
2020-01-01,AK,61,29,0.48,8.38,3.99,731158,727540,99.51,robbery
2020-02-01,AK,69,23,0.33,9.48,3.16,731158,727540,99.51,robbery
2020-03-01,AK,46,27,0.59,6.32,3.71,731158,727540,99.51,robbery
2020-04-01,AK,69,32,0.46,9.48,4.4,731158,727540,99.51,robbery
2020-05-01,AK,50,27,0.54,6.87,3.71,731158,727540,99.51,robbery
2020-06-01,AK,66,25,0.38,9.07,3.44,731158,727540,99.51,robbery
2020-07-01,AK,75,32,0.43,10.31,4.4,731158,727540,99.51,robbery
2020-08-01,AK,84,26,0.31,11.55,3.57,731158,727540,99.51,robbery
2020-09-01,AK,54,18,0.33,7.42,2.47,731158,727540,99.51,robbery
2020-10-01,AK,45,19,0.42,6.19,2.61,731158,727540,99.51,robbery
2020-11-01,AK,47,16,0.34,6.46,2.2,731158,727540,99.51,robbery
2020-12-01,AK,39,20,0.51,5.36,2.75,731158,727540,99.51,robbery
2021-01-01,AK,5,1,0.2,1.22,0.24,732673,410910,56.08,robbery
2021-02-01,AK,11,4,0.36,2.68,0.97,732673,410910,56.08,robbery
2021-03-01,AK,6,4,0.67,1.46,0.97,732673,410910,56.08,robbery
2021-04-01,AK,10,4,0.4,2.43,0.97,732673,410910,56.08,robbery
2021-05-01,AK,12,4,0.33,2.92,0.97,732673,410910,56.08,robbery
2021-06-01,AK,10,5,0.5,2.43,1.22,732673,410910,56.08,robbery
2021-07-01,AK,9,3,0.33,2.19,0.73,732673,410910,56.08,robbery
2021-08-01,AK,10,2,0.2,2.43,0.49,732673,410910,56.08,robbery
2021-09-01,AK,9,3,0.33,2.19,0.73,732673,410910,56.08,robbery
2021-10-01,AK,9,2,0.22,2.19,0.49,732673,410910,56.08,robbery
2021-11-01,AK,7,4,0.57,1.7,0.97,732673,410910,56.08,robbery
2021-12-01,AK,4,2,0.5,0.97,0.49,732673,410910,56.08,robbery
2022-01-01,AK,32,9,0.28,4.38,1.23,733583,730233,99.54,robbery
2022-02-01,AK,44,23,0.52,6.03,3.15,733583,730233,99.54,robbery
2022-03-01,AK,41,15,0.37,5.63,2.06,733583,728061,99.25,robbery
2022-04-01,AK,42,18,0.43,5.77,2.47,733583,728061,99.25,robbery
2022-05-01,AK,61,21,0.34,8.38,2.88,733583,728061,99.25,robbery
2022-06-01,AK,57,23,0.4,7.83,3.16,733583,728061,99.25,robbery
2022-07-01,AK,61,22,0.36,8.38,3.02,733583,728061,99.25,robbery
2022-08-01,AK,48,21,0.44,6.59,2.88,733583,728061,99.25,robbery
2022-09-01,AK,66,25,0.38,9.07,3.43,733583,728061,99.25,robbery
2022-10-01,AK,35,11,0.31,4.81,1.51,733583,728061,99.25,robbery
2022-11-01,AK,37,20,0.54,5.08,2.75,733583,728061,99.25,robbery
2022-12-01,AK,31,10,0.32,4.26,1.37,733583,728061,99.25,robbery
2023-01-01,AK,38,15,0.39,5.22,2.06,733406,728197,99.29,robbery
2023-02-01,AK,39,15,0.38,5.36,2.06,733406,728197,99.29,robbery
2023-03-01,AK,49,24,0.49,6.73,3.3,733406,728197,99.29,robbery
2023-04-01,AK,48,23,0.48,6.59,3.16,733406,728197,99.29,robbery
2023-05-01,AK,41,23,0.56,5.63,3.16,733406,728197,99.29,robbery
2023-06-01,AK,50,13,0.26,6.87,1.79,733406,728197,99.29,robbery
2023-07-01,AK,64,25,0.39,8.79,3.43,733406,728197,99.29,robbery
2023-08-01,AK,64,23,0.36,8.79,3.16,733406,728197,99.29,robbery
2023-09-01,AK,65,22,0.34,8.93,3.02,733406,728197,99.29,robbery
2023-10-01,AK,46,22,0.48,6.32,3.02,733406,728197,99.29,robbery
2023-11-01,AK,34,19,0.56,4.67,2.61,733406,728197,99.29,robbery
2023-12-01,AK,30,19,0.63,4.12,2.61,733406,728197,99.29,robbery
2000-01-01,AL,9,6,0.67,0.25,0.17,4447100,3632135,81.67,robbery
2000-02-01,AL,3,0,0.0,0.08,0.0,4447100,3616640,81.33,robbery
2000-03-01,AL,4,1,0.25,0.11,0.03,4447100,3582083,80.55,robbery
2000-04-01,AL,3,1,0.33,0.08,0.03,4447100,3595085,80.84,robbery
2000-05-01,AL,6,2,0.33,0.17,0.06,4447100,3572869,80.34,robbery
2000-06-01,AL,1261,1,0.0,35.27,0.03,4447100,3575272,80.4,robbery
2000-07-01,AL,4,3,0.75,0.11,0.08,4447100,3636776,81.78,robbery
2000-08-01,AL,4,3,0.75,0.11,0.08,4447100,3573350,80.35,robbery
2000-09-01,AL,2,1,0.5,0.06,0.03,4447100,3589729,80.72,robbery
2000-10-01,AL,0,0,,0.0,0.0,4447100,3558254,80.01,robbery
2000-11-01,AL,2,2,1.0,0.06,0.06,4447100,3539181,79.58,robbery
2000-12-01,AL,3692,654,0.18,103.15,18.27,4447100,3579233,80.48,robbery
2001-01-01,AL,2,0,0.0,0.05,0.0,4464356,3695360,82.77,robbery
2001-02-01,AL,6,0,0.0,0.16,0.0,4464356,3695496,82.78,robbery
2001-03-01,AL,7,0,0.0,0.19,0.0,4464356,3739350,83.76,robbery
2001-04-01,AL,2,0,0.0,0.05,0.0,4464356,3775367,84.57,robbery
2001-05-01,AL,3,0,0.0,0.08,0.0,4464356,3779642,84.66,robbery
2001-06-01,AL,1164,46,0.04,30.52,1.21,4464356,3813301,85.42,robbery
2001-07-01,AL,5,0,0.0,0.13,0.0,4464356,3767445,84.39,robbery
2001-08-01,AL,3,0,0.0,0.08,0.0,4464356,3754910,84.11,robbery
2001-09-01,AL,4,0,0.0,0.11,0.0,4464356,3745122,83.89,robbery
2001-10-01,AL,6,0,0.0,0.16,0.0,4464356,3708601,83.07,robbery
2001-11-01,AL,4,0,0.0,0.11,0.0,4464356,3751940,84.04,robbery
2001-12-01,AL,3797,731,0.19,101.22,19.49,4464356,3751149,84.02,robbery
2002-01-01,AL,5,1,0.2,0.12,0.02,4486508,4034465,89.92,robbery
2002-02-01,AL,4,1,0.25,0.1,0.02,4486508,4058770,90.47,robbery
2002-03-01,AL,3,0,0.0,0.07,0.0,4486508,4008218,89.34,robbery
2002-04-01,AL,3,2,0.67,0.07,0.05,4486508,4020335,89.61,robbery
2002-05-01,AL,6,1,0.17,0.15,0.02,4486508,4036885,89.98,robbery
2002-06-01,AL,1536,0,0.0,38.47,0.0,4486508,3992288,88.98,robbery
2002-07-01,AL,7,3,0.43,0.18,0.08,4486508,3974058,88.58,robbery
2002-08-01,AL,5,2,0.4,0.12,0.05,4486508,4006155,89.29,robbery
2002-09-01,AL,4,2,0.5,0.1,0.05,4486508,4004364,89.25,robbery
2002-10-01,AL,1,1,1.0,0.03,0.03,4486508,3992455,88.99,robbery
2002-11-01,AL,4,3,0.75,0.1,0.08,4486508,3988498,88.9,robbery
2002-12-01,AL,3996,1320,0.33,99.81,32.97,4486508,4003751,89.24,robbery
2003-01-01,AL,2,1,0.5,0.05,0.02,4500752,4198977,93.3,robbery
2003-02-01,AL,2,1,0.5,0.05,0.02,4500752,4199519,93.31,robbery
2003-03-01,AL,1,0,0.0,0.02,0.0,4500752,4173892,92.74,robbery
2003-04-01,AL,7,3,0.43,0.17,0.07,4500752,4155851,92.34,robbery
2003-05-01,AL,2,0,0.0,0.05,0.0,4500752,4155436,92.33,robbery
2003-06-01,AL,1444,1,0.0,34.75,0.02,4500752,4155851,92.34,robbery
2003-07-01,AL,2,2,1.0,0.05,0.05,4500752,4155851,92.34,robbery
2003-08-01,AL,3,0,0.0,0.07,0.0,4500752,4155309,92.32,robbery
2003-09-01,AL,6,4,0.67,0.14,0.1,4500752,4155851,92.34,robbery
2003-10-01,AL,4,1,0.25,0.1,0.02,4500752,4155851,92.34,robbery
2003-11-01,AL,5,1,0.2,0.12,0.02,4500752,4199519,93.31,robbery
2003-12-01,AL,4366,1163,0.27,105.06,27.98,4500752,4155851,92.34,robbery
2004-01-01,AL,2,1,0.5,0.05,0.02,4530182,4363696,96.32,robbery
2004-02-01,AL,1,0,0.0,0.02,0.0,4530182,4369317,96.45,robbery
2004-03-01,AL,0,0,,0.0,0.0,4530182,4346742,95.95,robbery
2004-04-01,AL,4,0,0.0,0.09,0.0,4530182,4356794,96.17,robbery
2004-05-01,AL,7,1,0.14,0.16,0.02,4530182,4354602,96.12,robbery
2004-06-01,AL,1328,0,0.0,30.62,0.0,4530182,4336445,95.72,robbery
2004-07-01,AL,1,1,1.0,0.02,0.02,4530182,4359278,96.23,robbery
2004-08-01,AL,1,0,0.0,0.02,0.0,4530182,4349526,96.01,robbery
2004-09-01,AL,4,3,0.75,0.09,0.07,4530182,4346742,95.95,robbery
