Month,State,Total Crimes,Clearances,Prosecuted %,Crime(Per 100k),Prosecutions(Per 100k),Total Pop,Partic Pop,Pop Coverage,Crime
2000-01-01,AK,1044,307,0.29,179.72,52.85,626932,580891,92.66,larceny
2000-02-01,AK,1079,319,0.3,185.99,54.99,626932,580124,92.53,larceny
2000-03-01,AK,1119,325,0.29,192.89,56.02,626932,580124,92.53,larceny
2000-04-01,AK,1271,401,0.32,219.42,69.23,626932,579262,92.4,larceny
2000-05-01,AK,1440,355,0.25,248.59,61.28,626932,579262,92.4,larceny
2000-06-01,AK,1565,349,0.22,270.17,60.25,626932,579262,92.4,larceny
2000-07-01,AK,1597,366,0.23,275.7,63.18,626932,579262,92.4,larceny
2000-08-01,AK,1648,473,0.29,284.5,81.66,626932,579262,92.4,larceny
2000-09-01,AK,1346,370,0.27,232.36,63.87,626932,579262,92.4,larceny
2000-10-01,AK,1083,336,0.31,186.96,58.0,626932,579262,92.4,larceny
2000-11-01,AK,1012,297,0.29,175.45,51.49,626932,576796,92.0,larceny
2000-12-01,AK,1119,339,0.3,192.89,58.44,626932,580124,92.53,larceny
2001-01-01,AK,1113,302,0.27,189.75,51.49,634892,586565,92.39,larceny
2001-02-01,AK,1040,278,0.27,174.64,46.68,634892,595512,93.8,larceny
2001-03-01,AK,1176,298,0.25,197.61,50.08,634892,595105,93.73,larceny
2001-04-01,AK,1251,312,0.25,210.22,52.43,634892,595105,93.73,larceny
2001-05-01,AK,1382,330,0.24,232.07,55.41,634892,595512,93.8,larceny
2001-06-01,AK,1498,304,0.2,251.55,51.05,634892,595512,93.8,larceny
2001-07-01,AK,1528,343,0.22,256.59,57.6,634892,595512,93.8,larceny
2001-08-01,AK,1547,333,0.22,259.95,55.96,634892,595105,93.73,larceny
2001-09-01,AK,1292,328,0.25,218.02,55.35,634892,592608,93.34,larceny
2001-10-01,AK,1014,253,0.25,171.11,42.69,634892,592608,93.34,larceny
2001-11-01,AK,906,272,0.3,152.88,45.9,634892,592608,93.34,larceny
2001-12-01,AK,1548,455,0.29,261.22,76.78,634892,592608,93.34,larceny
2002-01-01,AK,1117,294,0.26,184.95,48.68,643786,603961,93.81,larceny
2002-02-01,AK,1019,328,0.32,168.72,54.31,643786,603961,93.81,larceny
2002-03-01,AK,1076,345,0.32,178.16,57.12,643786,603961,93.81,larceny
2002-04-01,AK,1122,328,0.29,186.75,54.59,643786,600796,93.32,larceny
2002-05-01,AK,1279,291,0.23,212.88,48.44,643786,600796,93.32,larceny
2002-06-01,AK,1512,377,0.25,251.67,62.75,643786,600796,93.32,larceny
2002-07-01,AK,1814,365,0.2,286.87,57.72,643786,632333,98.22,larceny
2002-08-01,AK,1846,420,0.23,291.93,66.42,643786,632333,98.22,larceny
2002-09-01,AK,1563,410,0.26,247.18,64.84,643786,632333,98.22,larceny
2002-10-01,AK,1293,340,0.26,204.48,53.77,643786,632333,98.22,larceny
2002-11-01,AK,1287,303,0.24,203.53,47.92,643786,632333,98.22,larceny
2002-12-01,AK,1840,513,0.28,290.99,81.13,643786,632333,98.22,larceny
2003-01-01,AK,1373,300,0.22,217.03,47.42,648818,632621,97.5,larceny
2003-02-01,AK,1314,316,0.24,207.71,49.95,648818,632621,97.5,larceny
2003-03-01,AK,1422,373,0.26,224.78,58.96,648818,632621,97.5,larceny
2003-04-01,AK,1473,369,0.25,232.84,58.33,648818,632621,97.5,larceny
2003-05-01,AK,1601,366,0.23,253.07,57.85,648818,632621,97.5,larceny
2003-06-01,AK,1645,389,0.24,260.03,61.49,648818,632621,97.5,larceny
2003-07-01,AK,1755,352,0.2,276.04,55.36,648818,635781,97.99,larceny
2003-08-01,AK,1638,331,0.2,257.64,52.06,648818,635781,97.99,larceny
2003-09-01,AK,1519,304,0.2,237.37,47.51,648818,639922,98.63,larceny
2003-10-01,AK,1269,356,0.28,199.6,55.99,648818,635781,97.99,larceny
2003-11-01,AK,1014,287,0.28,159.24,45.07,648818,636762,98.14,larceny
2003-12-01,AK,1562,416,0.27,246.91,65.76,648818,632621,97.5,larceny
2004-01-01,AK,1052,308,0.29,162.7,47.64,655435,646574,98.65,larceny
2004-02-01,AK,1046,283,0.27,161.78,43.77,655435,646574,98.65,larceny
2004-03-01,AK,1284,429,0.33,198.59,66.35,655435,646574,98.65,larceny
2004-04-01,AK,1018,252,0.25,157.45,38.97,655435,646574,98.65,larceny
2004-05-01,AK,1437,388,0.27,223.67,60.39,655435,642473,98.02,larceny
2004-06-01,AK,1605,302,0.19,249.82,47.01,655435,642473,98.02,larceny
2004-07-01,AK,1606,356,0.22,249.97,55.41,655435,642473,98.02,larceny
2004-08-01,AK,1649,354,0.21,257.94,55.37,655435,639285,97.54,larceny
2004-09-01,AK,1258,320,0.25,196.78,50.06,655435,639285,97.54,larceny
2004-10-01,AK,1148,302,0.26,179.58,47.24,655435,639285,97.54,larceny
2004-11-01,AK,1032,258,0.25,161.43,40.36,655435,639285,97.54,larceny
2004-12-01,AK,1573,426,0.27,246.06,66.64,655435,639285,97.54,larceny
2005-01-01,AK,1043,276,0.26,160.31,42.42,663661,650601,98.03,larceny
2005-02-01,AK,922,228,0.25,141.72,35.04,663661,650601,98.03,larceny
2005-03-01,AK,1171,325,0.28,179.99,49.95,663661,650601,98.03,larceny
2005-04-01,AK,1240,293,0.24,190.59,45.04,663661,650601,98.03,larceny
2005-05-01,AK,1416,301,0.21,217.64,46.26,663661,650601,98.03,larceny
2005-06-01,AK,1638,312,0.19,251.77,47.96,663661,650601,98.03,larceny
2005-07-01,AK,1610,258,0.16,247.46,39.66,663661,650601,98.03,larceny
2005-08-01,AK,1784,288,0.16,274.21,44.27,663661,650601,98.03,larceny
2005-09-01,AK,1561,327,0.21,239.93,50.26,663661,650601,98.03,larceny
2005-10-01,AK,1328,265,0.2,204.12,40.73,663661,650601,98.03,larceny
2005-11-01,AK,1220,278,0.23,187.52,42.73,663661,650601,98.03,larceny
2005-12-01,AK,1907,484,0.25,293.11,74.39,663661,650601,98.03,larceny
2006-01-01,AK,1365,384,0.28,206.6,58.12,670053,660708,98.61,larceny
2006-02-01,AK,1072,321,0.3,162.25,48.58,670053,660708,98.61,larceny
2006-03-01,AK,1215,323,0.27,183.89,48.89,670053,660708,98.61,larceny
2006-04-01,AK,1279,358,0.28,193.58,54.18,670053,660708,98.61,larceny
2006-05-01,AK,1532,374,0.24,231.87,56.61,670053,660708,98.61,larceny
2006-06-01,AK,1607,403,0.25,243.22,61.0,670053,660708,98.61,larceny
2006-07-01,AK,1665,392,0.24,252.0,59.33,670053,660708,98.61,larceny
2006-08-01,AK,1614,392,0.24,244.28,59.33,670053,660708,98.61,larceny
2006-09-01,AK,1659,362,0.22,251.09,54.79,670053,660708,98.61,larceny
2006-10-01,AK,1447,337,0.23,219.01,51.01,670053,660708,98.61,larceny
2006-11-01,AK,964,304,0.32,145.9,46.01,670053,660708,98.61,larceny
2006-12-01,AK,1587,369,0.23,240.2,55.85,670053,660708,98.61,larceny
2007-01-01,AK,1201,316,0.26,178.1,46.86,683478,674326,98.66,larceny
2007-02-01,AK,1168,322,0.28,173.21,47.75,683478,674326,98.66,larceny
2007-03-01,AK,1206,294,0.24,178.85,43.6,683478,674326,98.66,larceny
2007-04-01,AK,1379,320,0.23,204.5,47.45,683478,674326,98.66,larceny
2007-05-01,AK,1486,293,0.2,220.37,43.45,683478,674326,98.66,larceny
2007-06-01,AK,1663,400,0.24,246.62,59.32,683478,674326,98.66,larceny
2007-07-01,AK,1660,436,0.26,246.17,64.66,683478,674326,98.66,larceny
2007-08-01,AK,1616,394,0.24,239.65,58.43,683478,674326,98.66,larceny
2007-09-01,AK,1537,355,0.23,227.93,52.65,683478,674326,98.66,larceny
2007-10-01,AK,1224,316,0.26,181.51,46.86,683478,674326,98.66,larceny
2007-11-01,AK,1072,287,0.27,158.97,42.56,683478,674326,98.66,larceny
2007-12-01,AK,1446,348,0.24,214.44,51.61,683478,674326,98.66,larceny
2008-01-01,AK,944,251,0.27,138.58,36.85,686293,681192,99.26,larceny
2008-02-01,AK,1041,308,0.3,152.82,45.21,686293,681192,99.26,larceny
2008-03-01,AK,1125,348,0.31,165.15,51.09,686293,681192,99.26,larceny
2008-04-01,AK,1152,356,0.31,169.12,52.26,686293,681192,99.26,larceny
2008-05-01,AK,1457,388,0.27,213.89,56.96,686293,681192,99.26,larceny
2008-06-01,AK,1418,355,0.25,208.16,52.11,686293,681192,99.26,larceny
2008-07-01,AK,1471,379,0.26,215.94,55.64,686293,681192,99.26,larceny
2008-08-01,AK,1655,335,0.2,242.96,49.18,686293,681192,99.26,larceny
2008-09-01,AK,1283,288,0.22,188.35,42.28,686293,681192,99.26,larceny
2008-10-01,AK,996,225,0.23,146.21,33.03,686293,681192,99.26,larceny
2008-11-01,AK,1166,303,0.26,171.17,44.48,686293,681192,99.26,larceny
2008-12-01,AK,1374,326,0.24,201.71,47.86,686293,681192,99.26,larceny
2009-01-01,AK,1054,259,0.25,152.03,37.36,698473,693296,99.26,larceny
2009-02-01,AK,928,248,0.27,133.85,35.77,698473,693296,99.26,larceny
2009-03-01,AK,1016,268,0.26,146.55,38.66,698473,693296,99.26,larceny
2009-04-01,AK,1167,261,0.22,168.33,37.65,698473,693296,99.26,larceny
2009-05-01,AK,1323,263,0.2,190.83,37.93,698473,693296,99.26,larceny
2009-06-01,AK,1418,266,0.19,204.53,38.37,698473,693296,99.26,larceny
2009-07-01,AK,1586,308,0.19,228.76,44.43,698473,693296,99.26,larceny
2009-08-01,AK,1636,314,0.19,235.97,45.29,698473,693296,99.26,larceny
2009-09-01,AK,1388,304,0.22,200.2,43.85,698473,693296,99.26,larceny
2009-10-01,AK,1158,276,0.24,167.03,39.81,698473,693296,99.26,larceny
2009-11-01,AK,992,217,0.22,143.08,31.3,698473,693296,99.26,larceny
2009-12-01,AK,1440,351,0.24,207.7,50.63,698473,693296,99.26,larceny
2010-01-01,AK,1138,276,0.24,161.21,39.1,710231,705891,99.39,larceny
2010-02-01,AK,1008,242,0.24,142.8,34.28,710231,705891,99.39,larceny
2010-03-01,AK,1129,249,0.22,159.94,35.27,710231,705891,99.39,larceny
2010-04-01,AK,1230,248,0.2,174.25,35.13,710231,705891,99.39,larceny
2010-05-01,AK,1440,265,0.18,204.0,37.54,710231,705891,99.39,larceny
2010-06-01,AK,1527,275,0.18,216.32,38.96,710231,705891,99.39,larceny
2010-07-01,AK,1605,311,0.19,227.37,44.06,710231,705891,99.39,larceny
2010-08-01,AK,1585,265,0.17,224.54,37.54,710231,705891,99.39,larceny
2010-09-01,AK,1508,274,0.18,213.63,38.82,710231,705891,99.39,larceny
2010-10-01,AK,1242,246,0.2,175.95,34.85,710231,705891,99.39,larceny
2010-11-01,AK,1019,204,0.2,144.36,28.9,710231,705891,99.39,larceny
2010-12-01,AK,982,213,0.22,139.11,30.17,710231,705891,99.39,larceny
2011-01-01,AK,920,225,0.24,128.17,31.35,722718,717816,99.32,larceny
2011-02-01,AK,854,205,0.24,118.97,28.56,722718,717816,99.32,larceny
2011-03-01,AK,993,236,0.24,138.34,32.88,722718,717816,99.32,larceny
2011-04-01,AK,1119,268,0.24,155.78,37.31,722718,718303,99.39,larceny
2011-05-01,AK,1417,291,0.21,197.27,40.51,722718,718303,99.39,larceny
2011-06-01,AK,1518,260,0.17,211.33,36.2,722718,718303,99.39,larceny
2011-07-01,AK,1624,257,0.16,226.09,35.78,722718,718303,99.39,larceny
2011-08-01,AK,1589,284,0.18,221.22,39.54,722718,718303,99.39,larceny
2011-09-01,AK,1363,295,0.22,189.75,41.07,722718,718303,99.39,larceny
2011-10-01,AK,1210,217,0.18,168.45,30.21,722718,718303,99.39,larceny
2011-11-01,AK,1025,218,0.21,142.7,30.35,722718,718303,99.39,larceny
2011-12-01,AK,1110,247,0.22,154.53,34.39,722718,718303,99.39,larceny
2012-01-01,AK,985,252,0.26,135.49,34.66,731449,726997,99.39,larceny
2012-02-01,AK,986,233,0.24,135.63,32.05,731449,726997,99.39,larceny
2012-03-01,AK,1160,316,0.27,159.56,43.47,731449,726997,99.39,larceny
2012-04-01,AK,1260,290,0.23,173.32,39.89,731449,726997,99.39,larceny
2012-05-01,AK,1469,348,0.24,202.06,47.87,731449,726997,99.39,larceny
2012-06-01,AK,1481,283,0.19,203.71,38.93,731449,726997,99.39,larceny
2012-07-01,AK,1624,294,0.18,223.38,40.44,731449,726997,99.39,larceny
2012-08-01,AK,1613,307,0.19,221.87,42.23,731449,726997,99.39,larceny
2012-09-01,AK,1417,296,0.21,194.91,40.72,731449,726997,99.39,larceny
2012-10-01,AK,1225,277,0.23,168.5,38.1,731449,726997,99.39,larceny
2012-11-01,AK,1165,286,0.25,160.25,39.34,731449,726997,99.39,larceny
2012-12-01,AK,1067,244,0.23,146.77,33.56,731449,726997,99.39,larceny
2013-01-01,AK,1246,323,0.26,170.51,44.2,735132,730730,99.4,larceny
2013-02-01,AK,1101,278,0.25,150.67,38.04,735132,730730,99.4,larceny
2013-03-01,AK,1183,300,0.25,161.89,41.05,735132,730730,99.4,larceny
2013-04-01,AK,1272,307,0.24,174.07,42.01,735132,730730,99.4,larceny
2013-05-01,AK,1380,327,0.24,188.85,44.75,735132,730730,99.4,larceny
2013-06-01,AK,1515,280,0.18,207.33,38.32,735132,730730,99.4,larceny
2013-07-01,AK,1699,295,0.17,232.51,40.37,735132,730730,99.4,larceny
2013-08-01,AK,1657,326,0.2,226.76,44.61,735132,730730,99.4,larceny
2013-09-01,AK,1595,341,0.21,218.27,46.67,735132,730730,99.4,larceny
2013-10-01,AK,1562,319,0.2,213.76,43.65,735132,730730,99.4,larceny
2013-11-01,AK,1146,273,0.24,156.83,37.36,735132,730730,99.4,larceny
2013-12-01,AK,1139,283,0.25,155.87,38.73,735132,730730,99.4,larceny
2014-01-01,AK,1193,297,0.25,162.9,40.55,736732,732371,99.41,larceny
2014-02-01,AK,1012,210,0.21,138.18,28.67,736732,732371,99.41,larceny
2014-03-01,AK,1149,251,0.22,156.89,34.27,736732,732371,99.41,larceny
2014-04-01,AK,1197,262,0.22,163.44,35.77,736732,732371,99.41,larceny
2014-05-01,AK,1349,285,0.21,184.2,38.91,736732,732371,99.41,larceny
2014-06-01,AK,1357,242,0.18,185.29,33.04,736732,732371,99.41,larceny
2014-07-01,AK,1625,299,0.18,221.88,40.83,736732,732371,99.41,larceny
2014-08-01,AK,1578,272,0.17,215.46,37.14,736732,732371,99.41,larceny
2014-09-01,AK,1401,250,0.18,191.3,34.14,736732,732371,99.41,larceny
2014-10-01,AK,1222,229,0.19,166.86,31.27,736732,732371,99.41,larceny
2014-11-01,AK,1141,203,0.18,155.8,27.72,736732,732371,99.41,larceny
2014-12-01,AK,1126,233,0.21,153.75,31.81,736732,732371,99.41,larceny
2015-01-01,AK,1137,261,0.23,154.73,35.52,738432,734820,99.51,larceny
2015-02-01,AK,1013,208,0.21,137.86,28.31,738432,734820,99.51,larceny
2015-03-01,AK,1192,252,0.21,162.22,34.29,738432,734820,99.51,larceny
2015-04-01,AK,1311,283,0.22,178.41,38.51,738432,734820,99.51,larceny
2015-05-01,AK,1362,231,0.17,185.35,31.44,738432,734820,99.51,larceny
2015-06-01,AK,1334,200,0.15,181.54,27.22,738432,734820,99.51,larceny
2015-07-01,AK,1473,237,0.16,200.46,32.25,738432,734820,99.51,larceny
2015-08-01,AK,1542,268,0.17,209.85,36.47,738432,734820,99.51,larceny
2015-09-01,AK,1429,263,0.18,194.47,35.79,738432,734820,99.51,larceny
2015-10-01,AK,1165,240,0.21,158.54,32.66,738432,734820,99.51,larceny
2015-11-01,AK,1034,240,0.23,140.71,32.66,738432,734820,99.51,larceny
2015-12-01,AK,1177,236,0.2,160.18,32.12,738432,734820,99.51,larceny
2016-01-01,AK,1196,223,0.19,161.94,30.19,741894,738566,99.55,larceny
2016-02-01,AK,1150,221,0.19,155.71,29.92,741894,738566,99.55,larceny
2016-03-01,AK,1210,214,0.18,163.83,28.98,741894,738566,99.55,larceny
2016-04-01,AK,1305,264,0.2,176.69,35.74,741894,738566,99.55,larceny
2016-05-01,AK,1526,264,0.17,206.62,35.74,741894,738566,99.55,larceny
2016-06-01,AK,1710,260,0.15,231.53,35.2,741894,738566,99.55,larceny
2016-07-01,AK,1782,227,0.13,241.28,30.74,741894,738566,99.55,larceny
2016-08-01,AK,1890,241,0.13,255.9,32.63,741894,738566,99.55,larceny
2016-09-01,AK,1705,192,0.11,230.85,26.0,741894,738566,99.55,larceny
2016-10-01,AK,1498,216,0.14,202.83,29.25,741894,738566,99.55,larceny
2016-11-01,AK,1475,247,0.17,199.71,33.44,741894,738566,99.55,larceny
2016-12-01,AK,1236,217,0.18,167.35,29.38,741894,738566,99.55,larceny
2017-01-01,AK,1368,221,0.16,185.82,30.02,739795,736205,99.51,larceny
2017-02-01,AK,1253,224,0.18,170.2,30.43,739795,736205,99.51,larceny
2017-03-01,AK,1311,252,0.19,178.08,34.23,739795,736205,99.51,larceny
2017-04-01,AK,1363,262,0.19,185.14,35.59,739795,736205,99.51,larceny
2017-05-01,AK,1582,286,0.18,214.89,38.85,739795,736205,99.51,larceny
2017-06-01,AK,1702,226,0.13,231.19,30.7,739795,736205,99.51,larceny
2017-07-01,AK,1854,246,0.13,251.83,33.41,739795,736205,99.51,larceny
2017-08-01,AK,1687,248,0.15,229.15,33.69,739795,736205,99.51,larceny
2017-09-01,AK,1671,235,0.14,226.97,31.92,739795,736205,99.51,larceny
2017-10-01,AK,1395,179,0.13,189.49,24.31,739795,736205,99.51,larceny
2017-11-01,AK,1207,203,0.17,163.95,27.57,739795,736205,99.51,larceny
2017-12-01,AK,1290,237,0.18,175.22,32.19,739795,736205,99.51,larceny
2018-01-01,AK,1331,226,0.17,181.4,30.8,737438,733747,99.5,larceny
2018-02-01,AK,1144,236,0.21,155.91,32.16,737438,733747,99.5,larceny
2018-03-01,AK,1264,244,0.19,172.27,33.25,737438,733747,99.5,larceny
2018-04-01,AK,1291,197,0.15,175.95,26.85,737438,733747,99.5,larceny
2018-05-01,AK,1410,252,0.18,192.16,34.34,737438,733747,99.5,larceny
2018-06-01,AK,1545,237,0.15,210.56,32.3,737438,733747,99.5,larceny
2018-07-01,AK,1598,185,0.12,217.79,25.21,737438,733747,99.5,larceny
2018-08-01,AK,1566,222,0.14,213.43,30.26,737438,733747,99.5,larceny
2018-09-01,AK,1569,249,0.16,213.83,33.94,737438,733747,99.5,larceny
2018-10-01,AK,1378,206,0.15,187.8,28.08,737438,733747,99.5,larceny
2018-11-01,AK,1161,206,0.18,158.23,28.08,737438,733747,99.5,larceny
2018-12-01,AK,1070,206,0.19,145.83,28.08,737438,733747,99.5,larceny
2019-01-01,AK,1130,217,0.19,155.26,29.82,731545,727792,99.49,larceny
2019-02-01,AK,982,169,0.17,134.93,23.22,731545,727792,99.49,larceny
2019-03-01,AK,1105,190,0.17,151.83,26.11,731545,727792,99.49,larceny
2019-04-01,AK,1222,234,0.19,167.91,32.15,731545,727792,99.49,larceny
2019-05-01,AK,1436,248,0.17,197.31,34.08,731545,727792,99.49,larceny
2019-06-01,AK,1442,414,0.29,198.13,56.88,731545,727792,99.49,larceny
2019-07-01,AK,1493,195,0.13,205.14,26.79,731545,727792,99.49,larceny
2019-08-01,AK,1465,215,0.15,201.29,29.54,731545,727792,99.49,larceny
2019-09-01,AK,1346,218,0.16,184.94,29.95,731545,727792,99.49,larceny
2019-10-01,AK,1249,175,0.14,171.61,24.05,731545,727792,99.49,larceny
2019-11-01,AK,1204,151,0.13,165.43,20.75,731545,727792,99.49,larceny
2019-12-01,AK,1021,153,0.15,140.29,21.02,731545,727792,99.49,larceny
2020-01-01,AK,1025,164,0.16,140.89,22.54,731158,727540,99.51,larceny
2020-02-01,AK,984,168,0.17,135.25,23.09,731158,727540,99.51,larceny
2020-03-01,AK,910,158,0.17,125.08,21.72,731158,727540,99.51,larceny
2020-04-01,AK,863,146,0.17,118.62,20.07,731158,727540,99.51,larceny
2020-05-01,AK,934,136,0.15,128.38,18.69,731158,727540,99.51,larceny
2020-06-01,AK,954,121,0.13,131.13,16.63,731158,727540,99.51,larceny
2020-07-01,AK,1007,147,0.15,138.41,20.21,731158,727540,99.51,larceny
2020-08-01,AK,1118,131,0.12,153.67,18.01,731158,727540,99.51,larceny
2020-09-01,AK,1109,144,0.13,152.43,19.79,731158,727540,99.51,larceny
2020-10-01,AK,1142,137,0.12,156.97,18.83,731158,727540,99.51,larceny
2020-11-01,AK,834,104,0.12,114.63,14.29,731158,727540,99.51,larceny
2020-12-01,AK,841,130,0.15,115.6,17.87,731158,727540,99.51,larceny
2021-01-01,AK,234,28,0.12,56.95,6.81,732673,410910,56.08,larceny
2021-02-01,AK,227,28,0.12,55.24,6.81,732673,410910,56.08,larceny
2021-03-01,AK,248,35,0.14,60.35,8.52,732673,410910,56.08,larceny
2021-04-01,AK,231,44,0.19,56.22,10.71,732673,410910,56.08,larceny
2021-05-01,AK,329,45,0.14,80.07,10.95,732673,410910,56.08,larceny
2021-06-01,AK,318,41,0.13,77.39,9.98,732673,410910,56.08,larceny
2021-07-01,AK,381,56,0.15,92.72,13.63,732673,410910,56.08,larceny
2021-08-01,AK,344,57,0.17,83.72,13.87,732673,410910,56.08,larceny
2021-09-01,AK,315,33,0.1,76.66,8.03,732673,410910,56.08,larceny
2021-10-01,AK,322,57,0.18,78.36,13.87,732673,410910,56.08,larceny
2021-11-01,AK,252,38,0.15,61.33,9.25,732673,410910,56.08,larceny
2021-12-01,AK,237,34,0.14,57.68,8.27,732673,410910,56.08,larceny
2022-01-01,AK,617,92,0.15,84.49,12.6,733583,730233,99.54,larceny
2022-02-01,AK,644,92,0.14,88.19,12.6,733583,730233,99.54,larceny
2022-03-01,AK,747,136,0.18,102.6,18.68,733583,728061,99.25,larceny
2022-04-01,AK,769,111,0.14,105.62,15.25,733583,728061,99.25,larceny
2022-05-01,AK,867,112,0.13,119.08,15.38,733583,728061,99.25,larceny
2022-06-01,AK,875,102,0.12,120.18,14.01,733583,728061,99.25,larceny
2022-07-01,AK,938,110,0.12,128.84,15.11,733583,728061,99.25,larceny
2022-08-01,AK,973,132,0.14,133.64,18.13,733583,728061,99.25,larceny
2022-09-01,AK,865,128,0.15,118.81,17.58,733583,728061,99.25,larceny
2022-10-01,AK,765,97,0.13,105.07,13.32,733583,728061,99.25,larceny
2022-11-01,AK,726,82,0.11,99.72,11.26,733583,728061,99.25,larceny
2022-12-01,AK,656,80,0.12,90.1,10.99,733583,728061,99.25,larceny
2023-01-01,AK,787,111,0.14,108.08,15.24,733406,728197,99.29,larceny
2023-02-01,AK,727,126,0.17,99.84,17.3,733406,728197,99.29,larceny
2023-03-01,AK,846,147,0.17,116.18,20.19,733406,728197,99.29,larceny
2023-04-01,AK,825,154,0.19,113.29,21.15,733406,728197,99.29,larceny
2023-05-01,AK,860,151,0.18,118.1,20.74,733406,728197,99.29,larceny
2023-06-01,AK,940,132,0.14,129.09,18.13,733406,728197,99.29,larceny
2023-07-01,AK,1000,191,0.19,137.33,26.23,733406,728197,99.29,larceny
2023-08-01,AK,961,121,0.13,131.97,16.62,733406,728197,99.29,larceny
2023-09-01,AK,993,166,0.17,136.36,22.8,733406,728197,99.29,larceny
2023-10-01,AK,785,153,0.19,107.8,21.01,733406,728197,99.29,larceny
2023-11-01,AK,616,134,0.22,84.59,18.4,733406,728197,99.29,larceny
2023-12-01,AK,610,112,0.18,83.77,15.38,733406,728197,99.29,larceny
2000-01-01,AL,112,34,0.3,3.08,0.94,4447100,3632135,81.67,larceny
2000-02-01,AL,116,42,0.36,3.21,1.16,4447100,3616640,81.33,larceny
2000-03-01,AL,128,24,0.19,3.57,0.67,4447100,3582083,80.55,larceny
2000-04-01,AL,103,23,0.22,2.87,0.64,4447100,3595085,80.84,larceny
2000-05-01,AL,137,50,0.36,3.83,1.4,4447100,3572869,80.34,larceny
2000-06-01,AL,20502,33,0.0,573.44,0.92,4447100,3575272,80.4,larceny
2000-07-01,AL,141,37,0.26,3.88,1.02,4447100,3636776,81.78,larceny
2000-08-01,AL,144,26,0.18,4.03,0.73,4447100,3573350,80.35,larceny
2000-09-01,AL,126,33,0.26,3.51,0.92,4447100,3589729,80.72,larceny
2000-10-01,AL,90,28,0.31,2.53,0.79,4447100,3558254,80.01,larceny
2000-11-01,AL,112,24,0.21,3.16,0.68,4447100,3539181,79.58,larceny
2000-12-01,AL,84926,11503,0.14,2372.74,321.38,4447100,3579233,80.48,larceny
2001-01-01,AL,108,0,0.0,2.92,0.0,4464356,3695360,82.77,larceny
2001-02-01,AL,80,0,0.0,2.16,0.0,4464356,3695496,82.78,larceny
2001-03-01,AL,101,0,0.0,2.7,0.0,4464356,3739350,83.76,larceny
2001-04-01,AL,158,0,0.0,4.19,0.0,4464356,3775367,84.57,larceny
2001-05-01,AL,106,0,0.0,2.8,0.0,4464356,3779642,84.66,larceny
2001-06-01,AL,18121,784,0.04,475.21,20.56,4464356,3813301,85.42,larceny
2001-07-01,AL,134,0,0.0,3.56,0.0,4464356,3767445,84.39,larceny
2001-08-01,AL,113,0,0.0,3.01,0.0,4464356,3754910,84.11,larceny
2001-09-01,AL,139,0,0.0,3.71,0.0,4464356,3745122,83.89,larceny
2001-10-01,AL,117,0,0.0,3.15,0.0,4464356,3708601,83.07,larceny
2001-11-01,AL,109,0,0.0,2.91,0.0,4464356,3751940,84.04,larceny
2001-12-01,AL,83059,13259,0.16,2214.23,353.47,4464356,3751149,84.02,larceny
2002-01-01,AL,106,20,0.19,2.63,0.5,4486508,4034465,89.92,larceny
2002-02-01,AL,78,17,0.22,1.92,0.42,4486508,4058770,90.47,larceny
2002-03-01,AL,94,34,0.36,2.35,0.85,4486508,4008218,89.34,larceny
2002-04-01,AL,98,26,0.27,2.44,0.65,4486508,4020335,89.61,larceny
2002-05-01,AL,143,33,0.23,3.54,0.82,4486508,4036885,89.98,larceny
2002-06-01,AL,20287,48,0.0,508.15,1.2,4486508,3992288,88.98,larceny
2002-07-01,AL,118,35,0.3,2.97,0.88,4486508,3974058,88.58,larceny
2002-08-01,AL,144,43,0.3,3.59,1.07,4486508,4006155,89.29,larceny
2002-09-01,AL,133,34,0.26,3.32,0.85,4486508,4004364,89.25,larceny
2002-10-01,AL,123,38,0.31,3.08,0.95,4486508,3992455,88.99,larceny
2002-11-01,AL,100,29,0.29,2.51,0.73,4486508,3988498,88.9,larceny
2002-12-01,AL,90989,17614,0.19,2272.59,439.94,4486508,4003751,89.24,larceny
2003-01-01,AL,106,31,0.29,2.52,0.74,4500752,4198977,93.3,larceny
2003-02-01,AL,96,16,0.17,2.29,0.38,4500752,4199519,93.31,larceny
2003-03-01,AL,124,40,0.32,2.97,0.96,4500752,4173892,92.74,larceny
2003-04-01,AL,114,36,0.32,2.74,0.87,4500752,4155851,92.34,larceny
2003-05-01,AL,119,33,0.28,2.86,0.79,4500752,4155436,92.33,larceny
2003-06-01,AL,20212,27,0.0,486.35,0.65,4500752,4155851,92.34,larceny
2003-07-01,AL,118,26,0.22,2.84,0.63,4500752,4155851,92.34,larceny
2003-08-01,AL,126,31,0.25,3.03,0.75,4500752,4155309,92.32,larceny
2003-09-01,AL,104,48,0.46,2.5,1.15,4500752,4155851,92.34,larceny
2003-10-01,AL,134,34,0.25,3.22,0.82,4500752,4155851,92.34,larceny
2003-11-01,AL,109,10,0.09,2.6,0.24,4500752,4199519,93.31,larceny
2003-12-01,AL,96205,17286,0.18,2314.93,415.94,4500752,4155851,92.34,larceny
2004-01-01,AL,135,37,0.27,3.09,0.85,4530182,4363696,96.32,larceny
2004-02-01,AL,124,25,0.2,2.84,0.57,4530182,4369317,96.45,larceny
2004-03-01,AL,126,31,0.25,2.9,0.71,4530182,4346742,95.95,larceny
